Price,Property Type,Number Of Bedrooms,Number Of Bathrooms,Area,Location
0.0028922431864857137,Floor,0.3571428571428571,0.4,0.003384912959381044,"Al Khaleej, East Riyadh, Riyadh"
0.00115543835853881,Apartment,0.14285714285714285,0.20000000000000004,0.0009601098870294061,"Al Sakb, Madina"
0.00115543835853881,Apartment,0.14285714285714285,0.20000000000000004,0.0009601098870294061,"Al Sakb, Madina"
0.00115543835853881,Apartment,0.14285714285714285,0.20000000000000004,0.0009601098870294061,"Al Sakb, Madina"
0.002199836995077548,Apartment,0.3571428571428571,0.4,0.0014226445771311636,"Al Rabwa, North Jeddah, Jeddah"
0.0012966984845451581,Apartment,0.21428571428571427,0.30000000000000004,0.000819947859725843,"Al Rabwa, North Jeddah, Jeddah"
0.0012735410868391992,Apartment,0.21428571428571427,0.20000000000000004,0.0007989235556303087,"Al Marwah, North Jeddah, Jeddah"
0.0006251339510723555,Apartment,0.07142857142857142,0.20000000000000004,0.022306786645362037,"Al Faisaliyah, Central Jeddah, Jeddah"
0.0008335505304259839,Apartment,0.14285714285714285,0.30000000000000004,0.022306786645362037,"Al Faisaliyah, Central Jeddah, Jeddah"
0.0026606692094261262,Apartment,0.14285714285714285,0.0,0.0008479802651865557,"Qurtubah, East Riyadh, Riyadh"
0.0013430132799570754,Apartment,0.2857142857142857,0.20000000000000004,0.0010932638129677909,"Al Waha, North Jeddah, Jeddah"
0.0036795947084883097,Apartment,0.07142857142857142,0.1,0.004260925630028313,"Al Aqiq, North Riyadh, Riyadh"
0.003936641823024451,Floor,0.14285714285714285,0.20000000000000004,0.0014156364757659855,"Al Yasmin, North Riyadh, Riyadh"
0.002199836995077548,Apartment,0.14285714285714285,0.20000000000000004,0.000819947859725843,"Al Munsiyah, East Riyadh, Riyadh"
0.0014333271310103144,Apartment,0.2857142857142857,0.0,0.0009390855829338716,"Al Waha, North Jeddah, Jeddah"
0.0026629849491967223,Apartment,0.2857142857142857,0.30000000000000004,0.004758500826955961,"Al Nahdah, North Jeddah, Jeddah"
0.008104973410097019,Villa,0.3571428571428571,0.4,0.002333697754604322,"Al Yasmin, North Riyadh, Riyadh"
0.002778771937726516,Floor,0.2857142857142857,0.20000000000000004,0.0009811341911249404,"Al Rimal, East Riyadh, Riyadh"
0.0015051150638987864,Apartment,0.2857142857142857,0.30000000000000004,0.001107280015698147,"Al Waha, North Jeddah, Jeddah"
