Price,Property Type,Number Of Bedrooms,Number Of Bathrooms,Area,Location
"730,000 SAR",Apartment,4,3,112 sqm,"Ar Rawdah, Jeddah, Makkah Al Mukarramah"
"4,000,000 SAR",Villa,7+,5,500 sqm,"Ishbiliyah, Riyadh, Ar Riyadh"
"4,000,000 SAR",Villa,3,3,375 sqm,"An Narjis, Riyadh, Ar Riyadh"
"560,000 SAR",Full Floor,6,4,203 sqm,"Al Ghadir, Abha, Asir"
"560,000 SAR",Full Floor,5,4,210 sqm,"Al Ghadir, Abha, Asir"
"980,000 SAR",Villa,7,5,341 sqm,"Al Muruj, Samith, Jazan"
"340,000 SAR",Apartment,3,2,98 sqm,"An Nur, Ad Dammam, Eastern"
"560,000 SAR",Full Floor,6,4,213 sqm,"Al Ghadir, Abha, Asir"
"700,000 SAR",Villa,7+,7+,387 sqm,"Al Masif, Khamis Mushayt, Asir"
"1,000,000 SAR",Villa,4,5,208 sqm,"Al Qryniah, Jeddah, Makkah Al Mukarramah"
"585,000 SAR",Apartment,5,4,160 sqm,"As Safa, Jeddah, Makkah Al Mukarramah"
"519,000 SAR",Apartment,4,3,130 sqm,"An Nuzhah, Jeddah, Makkah Al Mukarramah"
"530,000 SAR",Apartment,4,3,127 sqm,"Governmental1, Jeddah, Makkah Al Mukarramah"
"850,000 SAR",Apartment,5,5,179 sqm,"Ar Rimal, Riyadh, Ar Riyadh"
"6,000,000 SAR",Villa,5,7,450 sqm,"An Narjis, Riyadh, Ar Riyadh"
"1,080,000 SAR",Villa,7+,6,441 sqm,"Al Muhammadiyah 1, Jazan, Jazan"
"1,350,000 SAR",Villa,7+,7+,485 sqm,"Ash Shamiya Al Jadid, Makah Almukaramuh, Makkah Al Mukarramah"
"650,000 SAR",Apartment,5,5,149 sqm,"Badr, Riyadh, Ar Riyadh"
"900,000 SAR",Full Floor,6,4,251 sqm,"الأصالة, الجموم - بحره, Makkah Al Mukarramah"
"1,300,000 SAR",Villa,7,6,318 sqm,"As Sawari, Al Khubar, Eastern"
"1,080,000 SAR",Villa,7+,6,441 sqm,"Al Muhammadiyah 1, Jazan, Jazan"
"1,200,000 SAR",Villa,6,5,247 sqm,"Al Nadwah, Riyadh, Ar Riyadh"
"2,200,000 SAR",Villa,7+,7+,646 sqm,"Al Barid, Ahad Rifaydah, Asir"
"450,000 SAR",Apartment,4,3,165 sqm,"Aleasiluh, Jazan"
"650,000 SAR",Full Floor,4,3,141 sqm,"Al Nadwah, Riyadh, Ar Riyadh"
"550,000 SAR",Apartment,6,4,194 sqm,"Al Maealaa, Ahad Rifaydah, Asir"
"1,200,000 SAR",Villa,7,7,250 sqm,"Al Janadriyah, Riyadh, Ar Riyadh"
"850,000 SAR",Full Floor,5,3,169 sqm,"Al Nadwah, Riyadh, Ar Riyadh"
"1,350,000 SAR",Villa,7+,7,234 sqm,"Al Janadriyah, Riyadh, Ar Riyadh"
"850,000 SAR",Full Floor,5,3,169 sqm,"Al Nadwah, Riyadh, Ar Riyadh"
"650,000 SAR",Full Floor,5,3,142 sqm,"Al Nadwah, Riyadh, Ar Riyadh"
"870,000 SAR",Full Floor,6,4,183 sqm,"Al Janadriyah, Riyadh, Ar Riyadh"
"650,000 SAR",Full Floor,5,3,142 sqm,"Al Nadwah, Riyadh, Ar Riyadh"
"530,000 SAR",Apartment,3,3,65 sqm,"Al Nadwah, Riyadh, Ar Riyadh"
"1,150,000 SAR",Apartment,7+,6,257 sqm,"Al Janadriyah, Riyadh, Ar Riyadh"
"8,900,000 SAR",Whole Building,7+,7+,"1,100 sqm","As Salamah, Jeddah, Makkah Al Mukarramah"
"750,000 SAR",Villa,7+,6,322 sqm,"Al Wafa, Khamis Mushayt, Asir"
"650,000 SAR",Apartment,6,3,211 sqm,"Ash Shamiya Al Jadid, Makah Almukaramuh, Makkah Al Mukarramah"
"850,000 SAR",Full Floor,5,3,169 sqm,"Al Nadwah, Riyadh, Ar Riyadh"
"1,000,000 SAR",Villa,7,4,308 sqm,"النزهة, ابو عريش - ابو عريش, Jazan"
"650,000 SAR",Apartment,4,3,123 sqm,"As Salamah, Jeddah, Makkah Al Mukarramah"
"750,000 SAR",Apartment,4,3,114 sqm,"Ar Rawdah, Jeddah, Makkah Al Mukarramah"
"900,000 SAR",Villa,7+,5,307 sqm,"Aleasiluh, Jazan"
"780,000 SAR",Apartment,4,3,132 sqm,"Ar Rawdah, Jeddah, Makkah Al Mukarramah"
"760,000 SAR",Apartment,5,5,217 sqm,"Shuran, Madinah, Al Madinah Al Munawwarah"
"610,000 SAR",Apartment,6,4,184 sqm,"Al Jamiyin, Ad Dammam, Eastern"
"610,000 SAR",Apartment,6,4,178 sqm,"Al Wahah, Ad Dammam, Eastern"
"450,000 SAR",Apartment,3,2,102 sqm,"Al Marwah, Jeddah, Makkah Al Mukarramah"
"680,000 SAR",Apartment,5,3,161 sqm,"Al Marwah, Jeddah, Makkah Al Mukarramah"
"540,000 SAR",Apartment,4,3,131 sqm,"Al Marwah, Jeddah, Makkah Al Mukarramah"
"680,000 SAR",Apartment,5,3,161 sqm,"Al Marwah, Jeddah, Makkah Al Mukarramah"
"650,000 SAR",Apartment,5,3,164 sqm,"Ar Rihab, Jeddah, Makkah Al Mukarramah"
"730,000 SAR",Apartment,4,3,112 sqm,"Ar Rawdah, Jeddah, Makkah Al Mukarramah"
"1,300,000 SAR",Villa,5,4,286 sqm,"Ar Rimal, Riyadh, Ar Riyadh"
"730,000 SAR",Apartment,4,3,112 sqm,"Ar Rawdah, Jeddah, Makkah Al Mukarramah"
"650,000 SAR",Apartment,studio,2,48 sqm,"Wadi Jalil, Makah Almukaramuh, Makkah Al Mukarramah"
"730,000 SAR",Apartment,5,3,130 sqm,"An Naim, Jeddah, Makkah Al Mukarramah"
"1,450,000 SAR",Villa,7+,7+,300 sqm,"Ar Rahmanyah, Jeddah, Makkah Al Mukarramah"
"1,200,000 SAR",Full Floor,3,4,196 sqm,"Al Yarmuk, Riyadh, Ar Riyadh"
"1,500,000 SAR",Full Floor,4,4,213 sqm,"Al Yarmuk, Riyadh, Ar Riyadh"
"1,180,000 SAR",Full Floor,3,3,173 sqm,"An Nahdah, Riyadh, Ar Riyadh"
"900,000 SAR",Apartment,3,3,120 sqm,"An Nahdah, Riyadh, Ar Riyadh"
"740,000 SAR",Apartment,4,3,112 sqm,"Ar Rawdah, Jeddah, Makkah Al Mukarramah"
"1,070,000 SAR",Apartment,3,3,991 sqm,"Al Munisiyah, Riyadh, Ar Riyadh"
"1,500,000 SAR",Full Floor,4,4,213 sqm,"Al Yarmuk, Riyadh, Ar Riyadh"
"1,200,000 SAR",Full Floor,3,3,196 sqm,"Al Yarmuk, Riyadh, Ar Riyadh"
"630,000 SAR",Apartment,5,3,191 sqm,"Governmental1, Jeddah, Makkah Al Mukarramah"
"1,100,000 SAR",Villa,6,4,200 sqm,"Tuwaiq, Riyadh, Ar Riyadh"
"649,000 SAR",Full Floor,6,3,176 sqm,"Badr, Riyadh, Ar Riyadh"
"850,000 SAR",Full Floor,5,4,166 sqm,"Al Janadriyah, Riyadh, Ar Riyadh"
"435,000 SAR",Apartment,3,3,100 sqm,"Al Manar, Jeddah, Makkah Al Mukarramah"
"3,700,000 SAR",Villa,5,6,350 sqm,"Al Munisiyah, Riyadh, Ar Riyadh"
"800,000 SAR",Apartment,4,3,139 sqm,"Ar Rawdah, Jeddah, Makkah Al Mukarramah"
"1,000,000 SAR",Full Floor,6,4,241 sqm,"Al Janadriyah, Riyadh, Ar Riyadh"
"1,700,000 SAR",Villa,6,7,200 sqm,"Al Jamawat, Madinah, Al Madinah Al Munawwarah"
"1,700,000 SAR",Villa,6,7,200 sqm,"Al Jamawat, Madinah, Al Madinah Al Munawwarah"
"480,000 SAR",Villa,5,4,216 sqm,"Ar Rafiah, Bariduh, Al Qassim"
"1,200,000 SAR",Apartment,5,5,188 sqm,"Ar Rimal, Riyadh, Ar Riyadh"
"550,000 SAR",Apartment,6,4,203 sqm,"Al Muruj, Abha, Asir"
"850,000 SAR",Apartment,4,3,176 sqm,"Al Saadah, Riyadh, Ar Riyadh"
"1,300,000 SAR",Full Floor,2,3,492 sqm,"Ar Rimal, Riyadh, Ar Riyadh"
"780,000 SAR",Apartment,4,3,132 sqm,"Ar Rawdah, Jeddah, Makkah Al Mukarramah"
"670,000 SAR",Apartment,4,3,133 sqm,"Al Janadriyah, Riyadh, Ar Riyadh"
"600,000 SAR",Apartment,6,4,249 sqm,"العزيزية, Al Jubail, Eastern"
"1,550,000 SAR",Apartment,5,4,213 sqm,"As Salamah, Jeddah, Makkah Al Mukarramah"
"550,000 SAR",Full Floor,5,3,166 sqm,"As Safa, Abha, Asir"
"450,000 SAR",Apartment,4,3,149 sqm,"Al Suways 1, Jazan, Jazan"
"565,000 SAR",Apartment,4,3,119 sqm,"Al Manar, Jeddah, Makkah Al Mukarramah"
"1,400,000 SAR",Apartment,7,4,251 sqm,"Al Kurnaish, Al Khubar, Eastern"
"900,000 SAR",Apartment,2,3,109 sqm,"Al Khuzama, Al Khubar, Eastern"
"1,700,000 SAR",Villa,7,7,390 sqm,"Al Amwaj, Al Khubar, Eastern"
"1,150,000 SAR",Villa,7+,5,401 sqm,"Al Majd, Sibya', Jazan"
"450,000 SAR",Apartment,4,3,146 sqm,"Umm Asalam, Jeddah, Makkah Al Mukarramah"
"450,000 SAR",Apartment,3,2,102 sqm,"Al Marwah, Jeddah, Makkah Al Mukarramah"
"760,000 SAR",Apartment,5,3,166 sqm,"An Nuzhah, Jeddah, Makkah Al Mukarramah"
"2,800,000 SAR",Villa,4,2,325 sqm,"Al Munisiyah, Riyadh, Ar Riyadh"
"1,800,000 SAR",Villa,6,6,300 sqm,"Ishbiliyah, Riyadh, Ar Riyadh"
"950,000 SAR",Apartment,6,3,197 sqm,"Al Faiha, Jeddah, Makkah Al Mukarramah"
"770,000 SAR",Apartment,3,3,150 sqm,"Ar Rimal, Riyadh, Ar Riyadh"
"1,200,000 SAR",Villa,5,4,276 sqm,"Ar Rimal, Riyadh, Ar Riyadh"
"1,100,000 SAR",Full Floor,4,4,201 sqm,"Al Maizialah, Riyadh, Ar Riyadh"
"2,200,000 SAR",Villa,5,5,275 sqm,"Al Maizialah, Riyadh, Ar Riyadh"
"1,400,000 SAR",Villa,4,4,287 sqm,"Al Maizialah, Riyadh, Ar Riyadh"
"1,750,000 SAR",Full Floor,5,4,222 sqm,"Al Munisiyah, Riyadh, Ar Riyadh"
"1,400,000 SAR",Villa,4,5,287 sqm,"Al Maizialah, Riyadh, Ar Riyadh"
"1,600,000 SAR",Full Floor,4,4,223 sqm,"Al Munisiyah, Riyadh, Ar Riyadh"
"2,200,000 SAR",Villa,5,7,275 sqm,"Al Maizialah, Riyadh, Ar Riyadh"
"670,000 SAR",Apartment,5,3,162 sqm,"An Nuzhah, Jeddah, Makkah Al Mukarramah"
"535,000 SAR",Apartment,4,3,144 sqm,"Al Marwah, Jeddah, Makkah Al Mukarramah"
"700,000 SAR",Apartment,4,3,136 sqm,"Ar Rihab, Jeddah, Makkah Al Mukarramah"
"640,000 SAR",Apartment,6,4,208 sqm,"Ar Rayaan, Jeddah, Makkah Al Mukarramah"
"460,000 SAR",Apartment,4,3,122 sqm,"Ar Rayaan, Jeddah, Makkah Al Mukarramah"
"640,000 SAR",Apartment,5,4,154 sqm,"Al Wahah, Jeddah, Makkah Al Mukarramah"
"980,000 SAR",Full Floor,3,2,175 sqm,"حوايا الجنوبية, امارة منطقة مكة المكرمة - الطائف, Makkah Al Mukarramah"
"620,000 SAR",Apartment,6,3,181 sqm,"Ar Rehab 3, Jazan, Jazan"
"595,000 SAR",Apartment,5,3,163 sqm,"Ar Rabwah, Jeddah, Makkah Al Mukarramah"
"875,000 SAR",Full Floor,5,3,199 sqm,"Al Marwah, Jeddah, Makkah Al Mukarramah"
"1,200,000 SAR",Villa,6,4,360 sqm,"Ar Riyadh, Jeddah, Makkah Al Mukarramah"
"1,600,000 SAR",Villa,6,7,412 sqm,"Al Yaqoot, Jeddah, Makkah Al Mukarramah"
"2,500,000 SAR",Villa,6,6,458 sqm,"Al Fanar, Jeddah, Makkah Al Mukarramah"
"1,450,000 SAR",Villa,7+,6,300 sqm,"Ar Rahmanyah, Jeddah, Makkah Al Mukarramah"
"1,550,000 SAR",Villa,7,6,300 sqm,"Al Manarat, Jeddah, Makkah Al Mukarramah"
"1,550,000 SAR",Villa,7+,5,312 sqm,"Al Noor, Jeddah, Makkah Al Mukarramah"
"960,000 SAR",Villa,5,4,312 sqm,"Ar Riyadh, Jeddah, Makkah Al Mukarramah"
"780,000 SAR",Apartment,4,3,136 sqm,"Ar Rawdah, Jeddah, Makkah Al Mukarramah"
"5,350,000 SAR",Villa,7,6,402 sqm,"Al Muhammadiyah, Jeddah, Makkah Al Mukarramah"
"12,000,000 SAR",Villa,7+,7+,875 sqm,"An Nahdah, Jeddah, Makkah Al Mukarramah"
"800,000 SAR",Apartment,5,4,203 sqm,"As Safa, Jeddah, Makkah Al Mukarramah"
"5,500,000 SAR",Apartment,2,3,217 sqm,"Ash Shati, Jeddah, Makkah Al Mukarramah"
"1,350,000 SAR",Villa,7,4,272 sqm,"Al Marwah, Jeddah, Makkah Al Mukarramah"
"1,650,000 SAR",Villa,6,7,450 sqm,"Al Falah, Jeddah, Makkah Al Mukarramah"
"1,450,000 SAR",Villa,7+,6,217 sqm,"Al Janadriyah, Riyadh, Ar Riyadh"
"1,370,000 SAR",Villa,7+,6,245 sqm,"Ar Rashidyah 3rd, Al Ahsa, Eastern"
"1,350,000 SAR",Villa,7+,6,250 sqm,"Ar Rashidyah 3rd, Al Ahsa, Eastern"
"550,000 SAR",Apartment,4,3,165 sqm,"Al Muhammadiyah, Makah Almukaramuh, Makkah Al Mukarramah"
"1,200,000 SAR",Full Floor,5,4,200 sqm,"Al Janadriyah, Riyadh, Ar Riyadh"
"530,000 SAR",Apartment,3,3,107 sqm,"Al Faisaliyah, Jeddah, Makkah Al Mukarramah"
"620,000 SAR",Apartment,6,4,207 sqm,"Mansubi Al Taleem 1st, Al Ahsa, Eastern"
"530,000 SAR",Apartment,4,3,128 sqm,"As Safa, Jeddah, Makkah Al Mukarramah"
"780,000 SAR",Apartment,7+,4,242 sqm,"Badr, Riyadh, Ar Riyadh"
"500,000 SAR",Apartment,4,3,156 sqm,"Az Zuhur, Jazan, Jazan"
"1,000,000 SAR",Full Floor,4,4,271 sqm,"Al Janadriyah, Riyadh, Ar Riyadh"
"1,250,000 SAR",Full Floor,4,4,205 sqm,"Al Qadisiyah, Riyadh, Ar Riyadh"
"2,100,000 SAR",Villa,5,5,328 sqm,"Ar Rimal, Riyadh, Ar Riyadh"
"2,300,000 SAR",Villa,5,6,318 sqm,"Al Saadah, Riyadh, Ar Riyadh"
"1,350,000 SAR",Full Floor,3,3,165 sqm,"Al Munisiyah, Riyadh, Ar Riyadh"
"1,000,000 SAR",Full Floor,3,3,155 sqm,"Ar Rimal, Riyadh, Ar Riyadh"
"1,400,000 SAR",Villa,4,6,287 sqm,"Al Maizialah, Riyadh, Ar Riyadh"
"1,100,000 SAR",Full Floor,4,4,184 sqm,"An Nahdah, Riyadh, Ar Riyadh"
"1,000,000 SAR",Full Floor,4,4,192 sqm,"Al Qadisiyah, Riyadh, Ar Riyadh"
"399,000 SAR",Apartment,3,2,421 sqm,"Al Faisaliyah, Jeddah, Makkah Al Mukarramah"
"620,000 SAR",Apartment,5,3,159 sqm,"Al Wahah, Jeddah, Makkah Al Mukarramah"
"650,000 SAR",Whole Building,5,3,"2,460 sqm","Ar Rihab, Jeddah, Makkah Al Mukarramah"
"750,000 SAR",Apartment,4,3,120 sqm,"Ar Rawdah, Jeddah, Makkah Al Mukarramah"
"730,000 SAR",Apartment,5,3,130 sqm,"An Naim, Jeddah, Makkah Al Mukarramah"
"900,000 SAR",Villa,6,5,235 sqm,"Al Ukayshiyah, Makah Almukaramuh, Makkah Al Mukarramah"
"620,000 SAR",Apartment,6,3,211 sqm,"As Safa, Abha, Asir"
"650,000 SAR",Apartment,4,3,184 sqm,"Al Muhammadiyah, Makah Almukaramuh, Makkah Al Mukarramah"
"950,000 SAR",Full Floor,7,4,600 sqm,"An Nuzhah 2, Ahad Rifaydah, Asir"
"660,000 SAR",Apartment,4,3,164 sqm,"Al Marwah, Riyadh, Ar Riyadh"
"700,000 SAR",Apartment,4,4,171 sqm,"As Safa, Jeddah, Makkah Al Mukarramah"
"850,000 SAR",Apartment,6,5,226 sqm,"Ash Shawqiyah, Makah Almukaramuh, Makkah Al Mukarramah"
"540,000 SAR",Apartment,5,4,171 sqm,"Ar Riyadh, Jeddah, Makkah Al Mukarramah"
"750,000 SAR",Apartment,4,3,120 sqm,"Ar Rawdah, Jeddah, Makkah Al Mukarramah"
"580,000 SAR",Apartment,3,3,100 sqm,"An Naim, Jeddah, Makkah Al Mukarramah"
"1,850,000 SAR",Full Floor,4,4,"4,980 sqm","Qurtubah, Riyadh, Ar Riyadh"
"3,200,000 SAR",Villa,6,6,"4,980 sqm","Qurtubah, Riyadh, Ar Riyadh"
"780,000 SAR",Apartment,4,3,136 sqm,"Ar Rawdah, Jeddah, Makkah Al Mukarramah"
"900,000 SAR",Apartment,4,3,158 sqm,"An Naim, Jeddah, Makkah Al Mukarramah"
"575,000 SAR",Apartment,5,3,170 sqm,"Ar Rumanah, Madinah, Al Madinah Al Munawwarah"
"480,000 SAR",Apartment,3,3,145 sqm,"Batha Quraysh, Makah Almukaramuh, Makkah Al Mukarramah"
"1,200,000 SAR",Villa,7,5,396 sqm,"Ash Shamiya Al Jadid, Makah Almukaramuh, Makkah Al Mukarramah"
"900,000 SAR",Full Floor,6,4,182 sqm,"Al Bayan, Riyadh, Ar Riyadh"
"410,000 SAR",Apartment,3,2,108 sqm,"النزهة, امارة منطقة مكة المكرمة - الطائف, Makkah Al Mukarramah"
"620,000 SAR",Apartment,6,5,225 sqm,"Ash Shati, Jazan, Jazan"
"950,000 SAR",Apartment,7,4,421 sqm,"Al Arin, Abha, Asir"
"650,000 SAR",Apartment,5,3,200 sqm,"Al Arin, Abha, Asir"
"630,000 SAR",Apartment,6,4,214 sqm,"Al Badi, Abha, Asir"
"540,000 SAR",Apartment,4,3,130 sqm,"As Safa, Jeddah, Makkah Al Mukarramah"
"550,000 SAR",Apartment,6,3,203 sqm,"Al Muhammadiyah 2, Jazan, Jazan"
"750,000 SAR",Apartment,4,3,114 sqm,"Ar Rawdah, Jeddah, Makkah Al Mukarramah"
"1,150,000 SAR",Villa,6,6,200 sqm,"Al Fadeylah, Jeddah, Makkah Al Mukarramah"
"1,100,000 SAR",Villa,6,5,200 sqm,"Al Frosyah, Jeddah, Makkah Al Mukarramah"
"550,000 SAR",Apartment,6,3,203 sqm,"Al Muhammadiyah 1, Jazan, Jazan"
"490,000 SAR",Apartment,4,3,132 sqm,"Ar Rayaan, Jeddah, Makkah Al Mukarramah"
"1,030,000 SAR",Villa,6,5,165 sqm,"Al Nadwah, Riyadh, Ar Riyadh"
"550,000 SAR",Full Floor,7,4,202 sqm,"An Nuzhah 1, Ahad Rifaydah, Asir"
"1,600,000 SAR",Full Floor,4,4,690 sqm,"Al Yarmuk, Riyadh, Ar Riyadh"
"900,000 SAR",Apartment,3,3,121 sqm,"Al Khalij, Riyadh, Ar Riyadh"
"1,250,000 SAR",Full Floor,4,4,190 sqm,"Al Khalij, Riyadh, Ar Riyadh"
"1,350,000 SAR",Full Floor,3,4,165 sqm,"Al Munisiyah, Riyadh, Ar Riyadh"
"1,200,000 SAR",Apartment,3,3,167 sqm,"Al Munisiyah, Riyadh, Ar Riyadh"
"1,600,000 SAR",Full Floor,4,4,690 sqm,"Al Yarmuk, Riyadh, Ar Riyadh"
"1,650,000 SAR",Full Floor,4,3,"4,980 sqm","Qurtubah, Riyadh, Ar Riyadh"
"1,350,000 SAR",Full Floor,3,4,165 sqm,"Al Munisiyah, Riyadh, Ar Riyadh"
"2,300,000 SAR",Villa,5,6,318 sqm,"Al Saadah, Riyadh, Ar Riyadh"
"1,600,000 SAR",Villa,5,4,283 sqm,"Ar Rimal, Riyadh, Ar Riyadh"
"710,000 SAR",Apartment,3,3,132 sqm,"Ar Rimal, Riyadh, Ar Riyadh"
"850,000 SAR",Apartment,4,3,179 sqm,"Al Janadriyah, Riyadh, Ar Riyadh"
"1,850,000 SAR",Full Floor,4,3,"4,980 sqm","Qurtubah, Riyadh, Ar Riyadh"
"850,000 SAR",Full Floor,3,4,493 sqm,"Al Murjan, Riyadh, Ar Riyadh"
"1,500,000 SAR",Villa,4,4,206 sqm,"Ar Rimal, Riyadh, Ar Riyadh"
"1,550,000 SAR",Full Floor,3,4,93 sqm,"Al Munisiyah, Riyadh, Ar Riyadh"
"1,000,000 SAR",Full Floor,3,3,155 sqm,"Ar Rimal, Riyadh, Ar Riyadh"
"2,300,000 SAR",Villa,5,7,318 sqm,"Al Saadah, Riyadh, Ar Riyadh"
"650,000 SAR",Apartment,5,3,164 sqm,"Ar Rihab, Jeddah, Makkah Al Mukarramah"
"540,000 SAR",Apartment,4,3,131 sqm,"Al Marwah, Jeddah, Makkah Al Mukarramah"
"700,000 SAR",Apartment,4,3,118 sqm,"Ar Rimal, Riyadh, Ar Riyadh"
"650,000 SAR",Full Floor,5,3,182 sqm,"Al Suways 1, Jazan, Jazan"
"600,000 SAR",Apartment,6,3,210 sqm,"Al Badi, Abha, Asir"
"800,000 SAR",Full Floor,5,3,155 sqm,"Ar Rimal, Riyadh, Ar Riyadh"
"980,000 SAR",Full Floor,5,3,168 sqm,"Ar Rimal, Riyadh, Ar Riyadh"
"980,000 SAR",Full Floor,6,3,168 sqm,"Ar Rimal, Riyadh, Ar Riyadh"
"750,000 SAR",Full Floor,6,3,240 sqm,"Al Suways 1, Jazan, Jazan"
"530,000 SAR",Apartment,4,2,147 sqm,"Ar Ranuna, Madinah, Al Madinah Al Munawwarah"
"700,000 SAR",Full Floor,6,3,240 sqm,"Al Suways 1, Jazan, Jazan"
"590,000 SAR",Apartment,4,3,126 sqm,"As Salamah, Jeddah, Makkah Al Mukarramah"
"1,350,000 SAR",Villa,7+,6,250 sqm,"Ar Rashidyah 3rd, Al Ahsa, Eastern"
"490,000 SAR",Apartment,5,3,124 sqm,"Al Wahah, Jeddah, Makkah Al Mukarramah"
"660,000 SAR",Apartment,4,2,120 sqm,"النزهة, امارة منطقة مكة المكرمة - الطائف, Makkah Al Mukarramah"
"1,100,000 SAR",Full Floor,6,3,203 sqm,"An Nahdah, Riyadh, Ar Riyadh"
"1,350,000 SAR",Villa,7+,6,250 sqm,"Ar Rashidyah 3rd, Al Ahsa, Eastern"
"560,000 SAR",Apartment,5,3,161 sqm,"Al Hazm, Riyadh, Ar Riyadh"
"550,000 SAR",Apartment,5,3,198 sqm,"Al Suways 1, Jazan, Jazan"
"560,000 SAR",Apartment,4,3,164 sqm,"Al Hazm, Riyadh, Ar Riyadh"
"700,000 SAR",Full Floor,6,4,238 sqm,"Al Suways 1, Jazan, Jazan"
"800,000 SAR",Full Floor,4,4,147 sqm,"Ar Rimal, Riyadh, Ar Riyadh"
"620,000 SAR",Apartment,5,4,158 sqm,"As Samir, Jeddah, Makkah Al Mukarramah"
"450,000 SAR",Apartment,3,2,102 sqm,"Al Marwah, Jeddah, Makkah Al Mukarramah"
"800,000 SAR",Villa,7,6,600 sqm,"Prince Sultan, Bisha, Asir"
"750,000 SAR",Apartment,5,3,136 sqm,"An Naim, Jeddah, Makkah Al Mukarramah"
"490,000 SAR",Apartment,4,3,187 sqm,"Ash Shati, Jazan, Jazan"
"820,000 SAR",Apartment,6,5,226 sqm,"Ash Shawqiyah, Makah Almukaramuh, Makkah Al Mukarramah"
"670,000 SAR",Apartment,4,3,131 sqm,"As Salamah, Jeddah, Makkah Al Mukarramah"
"500,000 SAR",Apartment,6,4,210 sqm,"Ar Rehab 1, Jazan, Jazan"
"590,000 SAR",Apartment,3,3,126 sqm,"As Salamah, Jeddah, Makkah Al Mukarramah"
"700,000 SAR",Full Floor,6,4,217 sqm,"الروضة, ابو عريش - ابو عريش, Jazan"
"970,000 SAR",Full Floor,5,3,210 sqm,"Al Janadriyah, Riyadh, Ar Riyadh"
"620,000 SAR",Apartment,6,3,158 sqm,"Al Wahah, Jeddah, Makkah Al Mukarramah"
"500,000 SAR",Apartment,6,4,210 sqm,"Ar Rehab 1, Jazan, Jazan"
"500,000 SAR",Apartment,7,4,234 sqm,"Al Ghadir, Abha, Asir"
"1,000,000 SAR",Villa,7+,6,250 sqm,"Ash Sheraa, Al Khubar, Eastern"
"1,450,000 SAR",Villa,7+,6,384 sqm,"Al Lulu, Al Khubar, Eastern"
"670,000 SAR",Apartment,4,3,131 sqm,"As Salamah, Jeddah, Makkah Al Mukarramah"
"880,000 SAR",Apartment,4,4,140 sqm,"Al Mahdiyah, Riyadh, Ar Riyadh"
"590,000 SAR",Full Floor,7,4,202 sqm,"An Nuzhah 1, Ahad Rifaydah, Asir"
"900,000 SAR",Full Floor,6,4,183 sqm,"Al Janadriyah, Riyadh, Ar Riyadh"
"530,000 SAR",Apartment,5,4,203 sqm,"العزيزية, Al Jubail, Eastern"
"2,800,000 SAR",Villa,6,6,650 sqm,"Taibah, Jeddah, Makkah Al Mukarramah"
"640,000 SAR",Apartment,5,4,201 sqm,"Batha Quraysh, Makah Almukaramuh, Makkah Al Mukarramah"
"650,000 SAR",Apartment,4,4,77 sqm,"Al Janadriyah, Riyadh, Ar Riyadh"
"500,000 SAR",Apartment,7,4,234 sqm,"Al Ghadir, Abha, Asir"
"650,000 SAR",Apartment,6,5,277 sqm,"العنود, احد رفيدة - الواديين, Asir"
"900,000 SAR",Villa,7,5,369 sqm,"السناح, امارة منطقة مكة المكرمة - الطائف, Makkah Al Mukarramah"
"620,000 SAR",Apartment,4,4,142 sqm,"Ash Sheraa, Al Khubar, Eastern"
"550,000 SAR",Apartment,5,3,198 sqm,"Al Suways 1, Jazan, Jazan"
"700,000 SAR",Full Floor,7,4,284 sqm,"الروضة, ابو عريش - ابو عريش, Jazan"
"460,000 SAR",Full Floor,4,3,320 sqm,"Al Naqeeb Al Janubi, Bariduh, Al Qassim"
"750,000 SAR",Apartment,1,1,44 sqm,"Wadi Jalil, Makah Almukaramuh, Makkah Al Mukarramah"
"1,100,000 SAR",Apartment,5,4,213 sqm,"Ar Rimal, Riyadh, Ar Riyadh"
"1,080,000 SAR",Apartment,6,4,240 sqm,"Al Janadriyah, Riyadh, Ar Riyadh"
"850,000 SAR",Apartment,6,5,205 sqm,"Al Janadriyah, Riyadh, Ar Riyadh"
"580,000 SAR",Apartment,6,4,236 sqm,"Al Dhurfah, Khamis Mushayt, Asir"
"1,250,000 SAR",Full Floor,4,4,205 sqm,"Al Qadisiyah, Riyadh, Ar Riyadh"
"970,000 SAR",Full Floor,5,3,210 sqm,"Al Janadriyah, Riyadh, Ar Riyadh"
"670,000 SAR",Apartment,4,3,131 sqm,"As Salamah, Jeddah, Makkah Al Mukarramah"
"489,000 SAR",Apartment,4,3,135 sqm,"As Safa, Jeddah, Makkah Al Mukarramah"
"410,000 SAR",Apartment,4,2,128 sqm,"النزهة, امارة منطقة مكة المكرمة - الطائف, Makkah Al Mukarramah"
"1,050,000 SAR",Villa,6,4,323 sqm,"Ash Shamiya Al Jadid, Makah Almukaramuh, Makkah Al Mukarramah"
"900,000 SAR",Full Floor,5,4,168 sqm,"Tuwaiq, Riyadh, Ar Riyadh"
"550,000 SAR",Apartment,5,4,224 sqm,"العنود, احد رفيدة - الواديين, Asir"
"1,050,000 SAR",Villa,7,5,405 sqm,"الرحاب, امارة منطقة مكة المكرمة - الطائف, Makkah Al Mukarramah"
