Price,Property Type,Number Of Bedrooms,Number Of Bathrooms,Area,Location
"2,250,000 SAR",Villa,7+,6,400 sqm,"Al Mahdiyah, Riyadh, Ar Riyadh"
"1,500,000 SAR",Villa,4,7,381 sqm,"Al Sawari, Jeddah, Makkah Al Mukarramah"
"1,050,000 SAR",Villa,7+,7,402 sqm,"الواسط, امارة منطقة مكة المكرمة - الطائف, Makkah Al Mukarramah"
"720,000 SAR",Villa,7,5,227 sqm,"Khub Ath Thanyan, Bariduh, Al Qassim"
"650,000 SAR",Apartment,6,4,260 sqm,"إشبيلية, Al Jubail, Eastern"
"640,000 SAR",Villa,5,5,269 sqm,"Al Hazm, Bariduh, Al Qassim"
"1,015,000 SAR",Villa,7,7,346 sqm,"Al Masif, Eanizah, Al Qassim"
"650,000 SAR",Full Floor,6,6,217 sqm,"Al Jabal, Khamis Mushayt, Asir"
"650,000 SAR",Apartment,6,3,209 sqm,"Ash Shawqiyah, Makah Almukaramuh, Makkah Al Mukarramah"
"1,035,000 SAR",Villa,7+,7+,346 sqm,"Al Masif, Eanizah, Al Qassim"
"1,035,000 SAR",Villa,7+,7+,346 sqm,"Al Masif, Eanizah, Al Qassim"
"1,250,000 SAR",Villa,7,7,465 sqm,"Ash Shamiya Al Jadid, Makah Almukaramuh, Makkah Al Mukarramah"
"3,500,000 SAR",Villa,3,5,200 sqm,"An Narjis, Riyadh, Ar Riyadh"
"1,450,000 SAR",Villa,7+,6,275 sqm,"Ar Rahmanyah, Jeddah, Makkah Al Mukarramah"
"880,000 SAR",Full Floor,6,4,503 sqm,"الرحبة, امارة منطقة مكة المكرمة - الطائف, Makkah Al Mukarramah"
"570,000 SAR",Apartment,5,4,192 sqm,"Ar Rayaan, Jeddah, Makkah Al Mukarramah"
"400,000 SAR",Apartment,5,3,157 sqm,"Aleasiluh, Jazan"
"500,000 SAR",Apartment,5,3,182 sqm,"السناح, امارة منطقة مكة المكرمة - الطائف, Makkah Al Mukarramah"
"1,350,000 SAR",Villa,5,5,395 sqm,"Ash Shamiya Al Jadid, Makah Almukaramuh, Makkah Al Mukarramah"
"560,000 SAR",Full Floor,3,3,187 sqm,"Shuran, Madinah, Al Madinah Al Munawwarah"
"1,700,000 SAR",Villa,6,6,312 sqm,"Az Zomorod, Jeddah, Makkah Al Mukarramah"
"700,000 SAR",Full Floor,7,4,216 sqm,"السلامة, امارة منطقة مكة المكرمة - الطائف, Makkah Al Mukarramah"
"640,000 SAR",Villa,5,5,269 sqm,"Al Hazm, Bariduh, Al Qassim"
"640,000 SAR",Villa,5,5,269 sqm,"Al Hazm, Bariduh, Al Qassim"
"510,000 SAR",Apartment,4,3,187 sqm,"Ash Shati, Jazan, Jazan"
"1,160,000 SAR",Full Floor,5,3,375 sqm,"Al Maizialah, Riyadh, Ar Riyadh"
"520,000 SAR",Apartment,4,3,121 sqm,"Ar Rihab, Jeddah, Makkah Al Mukarramah"
"1,200,000 SAR",Villa,7,7,300 sqm,"Ash Shamiya Al Jadid, Makah Almukaramuh, Makkah Al Mukarramah"
"2,200,000 SAR",Apartment,3,4,241 sqm,"Al Malqa, Riyadh, Ar Riyadh"
"1,150,000 SAR",Villa,7+,6,300 sqm,"Al Aqiq, Al Khubar, Eastern"
"750,000 SAR",Villa,7,5,304 sqm,"الرحبة, امارة منطقة مكة المكرمة - الطائف, Makkah Al Mukarramah"
"900,000 SAR",Villa,7,6,300 sqm,"North Al Tadamun, Khamis Mushayt, Asir"
"750,000 SAR",Villa,7,5,304 sqm,"الرحبة, امارة منطقة مكة المكرمة - الطائف, Makkah Al Mukarramah"
"480,000 SAR",Apartment,4,3,168 sqm,"Ash Shamiya Al Jadid, Makah Almukaramuh, Makkah Al Mukarramah"
"999,000 SAR",Apartment,3,3,152 sqm,"Al Arid, Riyadh, Ar Riyadh"
"470,000 SAR",Apartment,4,2,134 sqm,"Mraykh, Jeddah, Makkah Al Mukarramah"
"1,250,000 SAR",Apartment,6,5,290 sqm,"King Abdul Aziz University, Jeddah, Makkah Al Mukarramah"
"1,850,000 SAR",Full Floor,5,4,200 sqm,"Qurtubah, Riyadh, Ar Riyadh"
"490,000 SAR",Apartment,6,3,199 sqm,"Ar Rehab 1, Jazan, Jazan"
"2,500,000 SAR",Villa,7,5,450 sqm,"At Taawon, Jeddah, Makkah Al Mukarramah"
"3,400,000 SAR",Villa,7+,6,375 sqm,"Al Yarmuk, Riyadh, Ar Riyadh"
"650,000 SAR",Apartment,4,2,100 sqm,"المثناه, امارة منطقة مكة المكرمة - الطائف, Makkah Al Mukarramah"
"2,800,000 SAR",Villa,7+,6,300 sqm,"Ishbiliyah, Riyadh, Ar Riyadh"
"1,200,000 SAR",Villa,5,5,367 sqm,"Nubala, Madinah, Al Madinah Al Munawwarah"
"455,000 SAR",Apartment,3,2,99 sqm,"An Nasim, Jeddah, Makkah Al Mukarramah"
"480,000 SAR",Apartment,4,2,148 sqm,"Ash Shrouk, Jeddah, Makkah Al Mukarramah"
"1,395,000 SAR",Apartment,3,3,129 sqm,"Al Raed, Riyadh, Ar Riyadh"
"480,000 SAR",Apartment,4,3,168 sqm,"Ash Shamiya Al Jadid, Makah Almukaramuh, Makkah Al Mukarramah"
"720,000 SAR",Apartment,4,4,144 sqm,"Al Aziziyah, Jeddah, Makkah Al Mukarramah"
"1,800,000 SAR",Villa,7+,6,285 sqm,"Al Qadisiyah, Riyadh, Ar Riyadh"
"550,000 SAR",Apartment,6,4,233 sqm,"Al Muhammadiyah 2, Jazan, Jazan"
"755,000 SAR",Apartment,4,3,150 sqm,"Shuran, Madinah, Al Madinah Al Munawwarah"
"1,050,000 SAR",Full Floor,3,3,168 sqm,"Al Qadisiyah, Riyadh, Ar Riyadh"
"730,000 SAR",Full Floor,5,3,145 sqm,"Al Hazm, Riyadh, Ar Riyadh"
"1,150,000 SAR",Villa,7,5,280 sqm,"النزهة, ابو عريش - ابو عريش, Jazan"
"1,800,000 SAR",Villa,7+,7,312 sqm,"Az Zomorod, Jeddah, Makkah Al Mukarramah"
"850,000 SAR",Full Floor,6,3,312 sqm,"Ar Riyadh, Jeddah, Makkah Al Mukarramah"
"680,000 SAR",Apartment,6,4,187 sqm,"Al Sawari, Jeddah, Makkah Al Mukarramah"
"1,200,000 SAR",Villa,7,7,300 sqm,"Ash Shamiya Al Jadid, Makah Almukaramuh, Makkah Al Mukarramah"
"1,200,000 SAR",Full Floor,6,4,414 sqm,"Ash Shamiya Al Jadid, Makah Almukaramuh, Makkah Al Mukarramah"
"555,000 SAR",Apartment,4,3,155 sqm,"Al Faiha, Jeddah, Makkah Al Mukarramah"
"450,000 SAR",Apartment,4,3,174 sqm,"غرناطة, Al Jubail, Eastern"
"740,000 SAR",Full Floor,5,3,179 sqm,"Shuran, Madinah, Al Madinah Al Munawwarah"
"630,000 SAR",Apartment,5,3,160 sqm,"As Safa, Jeddah, Makkah Al Mukarramah"
"2,800,000 SAR",Villa,7+,6,300 sqm,"Ishbiliyah, Riyadh, Ar Riyadh"
"2,100,000 SAR",Villa,7+,7+,262 sqm,"Al Yaqoot, Jeddah, Makkah Al Mukarramah"
"850,000 SAR",Full Floor,6,4,279 sqm,"Al Buhayrat, Makah Almukaramuh, Makkah Al Mukarramah"
"1,400,000 SAR",Villa,7+,6,273 sqm,"As Salhiyah, Jeddah, Makkah Al Mukarramah"
"780,000 SAR",Apartment,5,4,211 sqm,"النسيم, امارة منطقة مكة المكرمة - الطائف, Makkah Al Mukarramah"
"640,000 SAR",Villa,5,5,269 sqm,"Al Hazm, Bariduh, Al Qassim"
"970,000 SAR",Full Floor,5,3,375 sqm,"Al Maizialah, Riyadh, Ar Riyadh"
"1,650,000 SAR",Full Floor,3,4,252 sqm,"Al Arid, Riyadh, Ar Riyadh"
"1,000,000 SAR",Full Floor,5,3,159 sqm,"Al Qadisiyah, Riyadh, Ar Riyadh"
"1,280,000 SAR",Villa,7,5,400 sqm,"Al Suways 2, Jazan, Jazan"
"1,200,000 SAR",Full Floor,7,5,414 sqm,"Ash Shamiya Al Jadid, Makah Almukaramuh, Makkah Al Mukarramah"
"1,100,000 SAR",Villa,7+,6,448 sqm,"Ash Shamiya Al Jadid, Makah Almukaramuh, Makkah Al Mukarramah"
"1,300,000 SAR",Villa,7+,6,300 sqm,"As Sawari, Al Khubar, Eastern"
"600,000 SAR",Full Floor,5,3,190 sqm,"Badr, Riyadh, Ar Riyadh"
"2,000,000 SAR",Villa,7+,7+,325 sqm,"Al Faisaliyah, Ad Dammam, Eastern"
"540,000 SAR",Apartment,4,4,142 sqm,"As Safa, Jeddah, Makkah Al Mukarramah"
"1,070,000 SAR",Villa,7+,7,429 sqm,"الروضة, ابو عريش - ابو عريش, Jazan"
"1,900,000 SAR",Villa,7+,7+,587 sqm,"Al Wurud, Khamis Mushayt, Asir"
"1,050,000 SAR",Villa,7+,7,348 sqm,"الرحبة, امارة منطقة مكة المكرمة - الطائف, Makkah Al Mukarramah"
"1,300,000 SAR",Apartment,3,2,100 sqm,"Al Yasmin, Riyadh, Ar Riyadh"
"950,000 SAR",Apartment,5,4,173 sqm,"Ar Rawdah, Jeddah, Makkah Al Mukarramah"
"509,000 SAR",Apartment,3,3,529 sqm,"Ar Rawdah, Jeddah, Makkah Al Mukarramah"
"1,700,000 SAR",Apartment,5,4,220 sqm,"Az Zahra, Jeddah, Makkah Al Mukarramah"
"450,000 SAR",Apartment,5,3,181 sqm,"Ar Rehab 1, Jazan, Jazan"
"550,000 SAR",Apartment,6,4,233 sqm,"Al Muhammadiyah 2, Jazan, Jazan"
"1,300,000 SAR",Apartment,5,4,200 sqm,"Ar Rawdah, Jeddah, Makkah Al Mukarramah"
"550,000 SAR",Apartment,5,4,173 sqm,"Ar Rayaan, Jeddah, Makkah Al Mukarramah"
"1,000,000 SAR",Villa,7+,6,480 sqm,"Al Ufuq, Bariduh, Al Qassim"
"1,900,000 SAR",Villa,7+,7,350 sqm,"Al Janadriyah, Riyadh, Ar Riyadh"
"695,000 SAR",Villa,7,6,269 sqm,"Al Qaa Al Barid, Bariduh, Al Qassim"
"1,350,000 SAR",Full Floor,6,3,185 sqm,"Al Munisiyah, Riyadh, Ar Riyadh"
"1,950,000 SAR",Villa,7+,7,381 sqm,"As Sawari, Al Khubar, Eastern"
"810,000 SAR",Apartment,6,5,219 sqm,"Shuran, Madinah, Al Madinah Al Munawwarah"
"1,050,000 SAR",Apartment,4,4,153 sqm,"As Salamah, Jeddah, Makkah Al Mukarramah"
"1,100,000 SAR",Villa,7,6,464 sqm,"Al Murjaniyah, Rabigh, Makkah Al Mukarramah"
"1,300,000 SAR",Villa,7+,7+,300 sqm,"Tuwaiq, Riyadh, Ar Riyadh"
"480,000 SAR",Apartment,4,3,128 sqm,"Al Wahah, Jeddah, Makkah Al Mukarramah"
"1,450,000 SAR",Full Floor,5,4,405 sqm,"Al Jabirah, Madinah, Al Madinah Al Munawwarah"
"1,500,000 SAR",Apartment,3,3,241 sqm,"Al Malqa, Riyadh, Ar Riyadh"
"500,000 SAR",Apartment,4,3,128 sqm,"As Safa, Jeddah, Makkah Al Mukarramah"
"3,300,000 SAR",Villa,4,6,390 sqm,"Ar Rafiah, Riyadh, Ar Riyadh"
"600,000 SAR",Apartment,4,3,156 sqm,"Al Tarwia, Makah Almukaramuh, Makkah Al Mukarramah"
"530,000 SAR",Apartment,4,3,185 sqm,"Al Muhammadiyah 2, Jazan, Jazan"
"550,000 SAR",Apartment,6,4,233 sqm,"Al Muhammadiyah 2, Jazan, Jazan"
"4,500,000 SAR",Villa,7+,7+,500 sqm,"عقرباء, امارة منطقة الرياض - الجبيله, Ar Riyadh"
"650,000 SAR",Full Floor,6,4,500 sqm,"Al Haylah Al Gharbi, Muhayil, Asir"
"700,000 SAR",Villa,6,5,249 sqm,"Al Qafilah, Khamis Mushayt, Asir"
"1,300,000 SAR",Villa,6,7,250 sqm,"Taibah, Makah Almukaramuh, Makkah Al Mukarramah"
"625,000 SAR",Apartment,4,4,138 sqm,"As Safa, Jeddah, Makkah Al Mukarramah"
"720,000 SAR",Apartment,4,3,147 sqm,"Al Ajwad, Jeddah, Makkah Al Mukarramah"
"2,400,000 SAR",Villa,5,6,300 sqm,"Al Murjan, Jeddah, Makkah Al Mukarramah"
"630,000 SAR",Apartment,6,4,158 sqm,"Al Sawari, Jeddah, Makkah Al Mukarramah"
"509,000 SAR",Apartment,3,3,529 sqm,"Ar Rawdah, Jeddah, Makkah Al Mukarramah"
"640,000 SAR",Apartment,7,5,218 sqm,"Ar Rehab 3, Jazan, Jazan"
"1,500,000 SAR",Villa,7+,7+,437 sqm,"Al Lulu, Al Khubar, Eastern"
"1,150,000 SAR",Apartment,3,3,124 sqm,"Al Arid, Riyadh, Ar Riyadh"
"830,000 SAR",Villa,7,5,254 sqm,"Ar Rawdah, Jazan, Jazan"
"2,500,000 SAR",Villa,5,5,450 sqm,"At Taawon, Jeddah, Makkah Al Mukarramah"
"550,000 SAR",Apartment,3,2,190 sqm,"Shubra, Riyadh, Ar Riyadh"
"1,000,000 SAR",Villa,7+,7,200 sqm,"Al Frosyah, Jeddah, Makkah Al Mukarramah"
"715,000 SAR",Apartment,4,5,229 sqm,"Al Hizam Al Akhdar, Al Ahsa, Eastern"
"1,200,000 SAR",Full Floor,5,4,300 sqm,"Al Noor, Jeddah, Makkah Al Mukarramah"
"1,800,000 SAR",Apartment,4,4,197 sqm,"Al Yasmin, Riyadh, Ar Riyadh"
"620,000 SAR",Full Floor,5,3,166 sqm,"Badr, Riyadh, Ar Riyadh"
"695,000 SAR",Apartment,5,5,185 sqm,"As Safa, Jeddah, Makkah Al Mukarramah"
"1,000,000 SAR",Full Floor,5,3,159 sqm,"Al Qadisiyah, Riyadh, Ar Riyadh"
"735,000 SAR",Apartment,4,5,235 sqm,"Al Hizam Al Akhdar, Al Ahsa, Eastern"
"1,080,000 SAR",Full Floor,5,4,312 sqm,"Al Falah, Jeddah, Makkah Al Mukarramah"
"690,000 SAR",Apartment,4,3,154 sqm,"Al Naseem, Makah Almukaramuh, Makkah Al Mukarramah"
"720,000 SAR",Apartment,5,3,201 sqm,"Al Muhammadiyah, Makah Almukaramuh, Makkah Al Mukarramah"
"1,400,000 SAR",Villa,7+,7+,210 sqm,"Ar Ranuna, Madinah, Al Madinah Al Munawwarah"
"590,000 SAR",Apartment,4,3,139 sqm,"Al Marwah, Jeddah, Makkah Al Mukarramah"
"840,000 SAR",Villa,7+,7,363 sqm,"Al Basatin Al Sharqi, Bariduh, Al Qassim"
"1,200,000 SAR",Full Floor,3,3,242 sqm,"Al Qadisiyah, Riyadh, Ar Riyadh"
"690,000 SAR",Apartment,4,5,223 sqm,"Umm Hablain Al Gharbia, Jeddah, Makkah Al Mukarramah"
"620,000 SAR",Apartment,5,4,262 sqm,"إشبيلية, Al Jubail, Eastern"
"600,000 SAR",Apartment,4,4,138 sqm,"As Safa, Jeddah, Makkah Al Mukarramah"
"1,070,000 SAR",Villa,7+,6,330 sqm,"Al Amwaj, Al Khubar, Eastern"
"735,000 SAR",Apartment,6,4,168 sqm,"An Nuzhah, Jeddah, Makkah Al Mukarramah"
"3,600,000 SAR",Villa,3,4,900 sqm,"Ar Rabwah, Riyadh, Ar Riyadh"
"930,000 SAR",Apartment,6,5,251 sqm,"An Nuzhah, Jeddah, Makkah Al Mukarramah"
"430,000 SAR",Apartment,4,4,159 sqm,"Ash Shulah, Ad Dammam, Eastern"
"670,000 SAR",Apartment,4,3,131 sqm,"Al Manar, Jeddah, Makkah Al Mukarramah"
"460,000 SAR",Apartment,4,4,165 sqm,"Ash Shulah, Ad Dammam, Eastern"
"605,000 SAR",Apartment,6,4,255 sqm,"إشبيلية, Al Jubail, Eastern"
"1,300,000 SAR",Full Floor,5,4,200 sqm,"Ar Rawdah, Jeddah, Makkah Al Mukarramah"
"500,000 SAR",Apartment,6,3,205 sqm,"Al Muhammadiyah 2, Jazan, Jazan"
"780,000 SAR",Apartment,6,4,215 sqm,"Ar Rawabi, Madinah, Al Madinah Al Munawwarah"
"740,000 SAR",Full Floor,5,3,177 sqm,"Shuran, Madinah, Al Madinah Al Munawwarah"
"750,000 SAR",Apartment,7+,6,356 sqm,"Al Jabal, Khamis Mushayt, Asir"
"1,300,000 SAR",Apartment,3,3,143 sqm,"Qurtubah, Riyadh, Ar Riyadh"
"2,450,000 SAR",Villa,7+,6,466 sqm,"Al Murjan, Jeddah, Makkah Al Mukarramah"
"580,000 SAR",Apartment,5,3,131 sqm,"Al Manar, Jeddah, Makkah Al Mukarramah"
"580,000 SAR",Full Floor,6,4,223 sqm,"As Safa, Jazan, Jazan"
"1,100,000 SAR",Full Floor,4,4,131 sqm,"Al Munisiyah, Riyadh, Ar Riyadh"
"3,850,000 SAR",Villa,6,6,345 sqm,"Al Basatin, Jeddah, Makkah Al Mukarramah"
"650,000 SAR",Apartment,4,2,100 sqm,"المثناه, امارة منطقة مكة المكرمة - الطائف, Makkah Al Mukarramah"
"840,000 SAR",Villa,7+,7,363 sqm,"Al Basatin Al Sharqi, Bariduh, Al Qassim"
"1,150,000 SAR",Villa,7+,7+,462 sqm,"Al Shiqah, Bariduh, Al Qassim"
"880,000 SAR",Villa,7+,6,321 sqm,"As Sawari, Al Khubar, Eastern"
"660,000 SAR",Apartment,4,3,163 sqm,"As Salam, Makah Almukaramuh, Makkah Al Mukarramah"
"680,000 SAR",Apartment,5,3,182 sqm,"King Fahd, Madinah, Al Madinah Al Munawwarah"
"1,250,000 SAR",Villa,7,7,464 sqm,"Ash Shamiya Al Jadid, Makah Almukaramuh, Makkah Al Mukarramah"
"630,000 SAR",Apartment,5,3,168 sqm,"Al Wahah, Jeddah, Makkah Al Mukarramah"
"1,000,000 SAR",Villa,7+,5,388 sqm,"الورود, ابو عريش - ابو عريش, Jazan"
"1,150,000 SAR",Villa,7+,7+,462 sqm,"Al Shiqah, Bariduh, Al Qassim"
"950,000 SAR",Full Floor,6,4,457 sqm,"أوالة, امارة منطقة مكة المكرمة - الطائف, Makkah Al Mukarramah"
"630,000 SAR",Apartment,6,4,260 sqm,"الأخباب, امارة منطقة مكة المكرمة - الطائف, Makkah Al Mukarramah"
"630,000 SAR",Apartment,6,4,260 sqm,"الأخباب, امارة منطقة مكة المكرمة - الطائف, Makkah Al Mukarramah"
"790,000 SAR",Apartment,6,5,215 sqm,"Shuran, Madinah, Al Madinah Al Munawwarah"
"980,000 SAR",Apartment,3,2,124 sqm,"Al Malqa, Riyadh, Ar Riyadh"
"800,000 SAR",Full Floor,6,3,169 sqm,"Ar Rimal, Riyadh, Ar Riyadh"
"1,050,000 SAR",Apartment,4,4,153 sqm,"As Salamah, Jeddah, Makkah Al Mukarramah"
"730,000 SAR",Full Floor,5,3,145 sqm,"Al Hazm, Riyadh, Ar Riyadh"
"1,200,000 SAR",Villa,7+,6,300 sqm,"Al Aqiq, Al Khubar, Eastern"
"650,000 SAR",Apartment,4,2,132 sqm,"الفيصلية, امارة منطقة مكة المكرمة - الطائف, Makkah Al Mukarramah"
"550,000 SAR",Apartment,6,4,306 sqm,"Khub Ath Thanyan, Bariduh, Al Qassim"
"900,000 SAR",Apartment,3,3,121 sqm,"Ishbiliyah, Riyadh, Ar Riyadh"
"880,000 SAR",Full Floor,6,4,297 sqm,"Al Khadraa, Madinah, Al Madinah Al Munawwarah"
"1,300,000 SAR",Villa,6,7,250 sqm,"Taibah, Makah Almukaramuh, Makkah Al Mukarramah"
"1,150,000 SAR",Villa,7,6,388 sqm,"الأخباب, امارة منطقة مكة المكرمة - الطائف, Makkah Al Mukarramah"
"660,000 SAR",Apartment,4,3,163 sqm,"As Salam, Makah Almukaramuh, Makkah Al Mukarramah"
"580,000 SAR",Apartment,6,4,255 sqm,"إشبيلية, Al Jubail, Eastern"
"1,070,000 SAR",Villa,7+,7,429 sqm,"الروضة, ابو عريش - ابو عريش, Jazan"
"1,700,000 SAR",Apartment,4,3,191 sqm,"Al Hamra, Jeddah, Makkah Al Mukarramah"
"1,200,000 SAR",Villa,7,7,300 sqm,"Ash Shamiya Al Jadid, Makah Almukaramuh, Makkah Al Mukarramah"
"3,000,000 SAR",Villa,7+,7+,375 sqm,"Al Yarmuk, East Riyadh, Ar Riyadh"
"1,350,000 SAR",Villa,6,4,330 sqm,"Ar Rimal, Riyadh, Ar Riyadh"
"550,000 SAR",Apartment,5,4,208 sqm,"Al Maealaa, Ahad Rifaydah, Asir"
"980,000 SAR",Villa,7+,6,200 sqm,"Ar Riyadh, Jeddah, Makkah Al Mukarramah"
"311,000 SAR",Apartment,1,1,62 sqm,"King Abdullah Economic City, Makkah Al Mukarramah"
"620,000 SAR",Apartment,7,5,235 sqm,"Ar Rehab 3, Jazan, Jazan"
"1,700,000 SAR",Apartment,4,3,191 sqm,"Al Hamra, Jeddah, Makkah Al Mukarramah"
"680,000 SAR",Apartment,5,3,182 sqm,"King Fahd, Madinah, Al Madinah Al Munawwarah"
"1,130,000 SAR",Apartment,6,5,245 sqm,"Al Faisaliyah, Jeddah, Makkah Al Mukarramah"
"1,900,000 SAR",Villa,7+,7,350 sqm,"Al Janadriyah, Riyadh, Ar Riyadh"
"970,000 SAR",Full Floor,5,3,375 sqm,"Al Maizialah, Riyadh, Ar Riyadh"
"565,000 SAR",Apartment,4,3,129 sqm,"Batha Quraysh, Makah Almukaramuh, Makkah Al Mukarramah"
"1,100,000 SAR",Villa,7,7,250 sqm,"Taybah, Ad Dammam, Eastern"
"1,450,000 SAR",Villa,7,3,450 sqm,"Oraid, Riyadh, Ar Riyadh"
"450,000 SAR",Apartment,3,3,133 sqm,"Al Tarwia, Makah Almukaramuh, Makkah Al Mukarramah"
"570,000 SAR",Apartment,5,4,167 sqm,"Al Tarwia, Makah Almukaramuh, Makkah Al Mukarramah"
"1,100,000 SAR",Villa,7+,6,448 sqm,"Ash Shamiya Al Jadid, Makah Almukaramuh, Makkah Al Mukarramah"
"480,000 SAR",Apartment,4,3,128 sqm,"Al Wahah, Jeddah, Makkah Al Mukarramah"
"930,000 SAR",Apartment,6,5,251 sqm,"An Nuzhah, Jeddah, Makkah Al Mukarramah"
"1,200,000 SAR",Villa,7,7,300 sqm,"Ash Shamiya Al Jadid, Makah Almukaramuh, Makkah Al Mukarramah"
"1,250,000 SAR",Apartment,6,5,290 sqm,"King Abdul Aziz University, Jeddah, Makkah Al Mukarramah"
"2,500,000 SAR",Villa,7+,7,768 sqm,"Ar Rawabi, Madinah, Al Madinah Al Munawwarah"
"700,000 SAR",Full Floor,7,4,227 sqm,"المثناه, امارة منطقة مكة المكرمة - الطائف, Makkah Al Mukarramah"
"1,100,000 SAR",Villa,6,6,362 sqm,"Taibah, Madinah, Al Madinah Al Munawwarah"
"1,400,000 SAR",Villa,7+,6,273 sqm,"As Salhiyah, Jeddah, Makkah Al Mukarramah"
"1,200,000 SAR",Full Floor,5,4,300 sqm,"Al Noor, Jeddah, Makkah Al Mukarramah"
"700,000 SAR",Apartment,5,3,249 sqm,"القيم الأعلى, امارة منطقة مكة المكرمة - الطائف, Makkah Al Mukarramah"
"3,000,000 SAR",Villa,7+,6,487 sqm,"Al Murjan, Jeddah, Makkah Al Mukarramah"
"550,000 SAR",Apartment,3,2,114 sqm,"Az Zahra, Jeddah, Makkah Al Mukarramah"
"1,350,000 SAR",Villa,7+,7,330 sqm,"Al Wafa, Jeddah, Makkah Al Mukarramah"
"1,500,000 SAR",Villa,7+,7+,437 sqm,"Al Lulu, Al Khubar, Eastern"
"1,250,000 SAR",Villa,7+,7,341 sqm,"Badr, Riyadh, Ar Riyadh"
"430,000 SAR",Apartment,5,3,181 sqm,"Al Suways 1, Jazan, Jazan"
"570,000 SAR",Apartment,5,4,167 sqm,"Al Tarwia, Makah Almukaramuh, Makkah Al Mukarramah"
"490,000 SAR",Apartment,4,3,135 sqm,"Ar Rayaan, Jeddah, Makkah Al Mukarramah"
"1,000,000 SAR",Villa,6,5,312 sqm,"Ar Riyadh, Jeddah, Makkah Al Mukarramah"
"580,000 SAR",Apartment,6,4,255 sqm,"إشبيلية, Al Jubail, Eastern"
"1,550,000 SAR",Villa,7+,6,550 sqm,"Al Zuhur, Abha, Asir"
"1,100,000 SAR",Apartment,5,4,186 sqm,"Az Zahra, Jeddah, Makkah Al Mukarramah"
"450,000 SAR",Apartment,4,3,166 sqm,"Ar Rehab 1, Jazan, Jazan"
"550,000 SAR",Apartment,6,4,306 sqm,"Khub Ath Thanyan, Bariduh, Al Qassim"
"565,000 SAR",Apartment,4,3,129 sqm,"Batha Quraysh, Makah Almukaramuh, Makkah Al Mukarramah"
"680,000 SAR",Apartment,6,4,187 sqm,"Al Sawari, Jeddah, Makkah Al Mukarramah"
"1,150,000 SAR",Apartment,6,6,266 sqm,"King Abdul Aziz University, Jeddah, Makkah Al Mukarramah"
"1,350,000 SAR",Villa,7,7,465 sqm,"Al Zarqa, Bariduh, Al Qassim"
"470,000 SAR",Apartment,3,4,133 sqm,"Ar Rawabi, Abha, Asir"
"1,450,000 SAR",Villa,7+,6,275 sqm,"Ar Rahmanyah, Jeddah, Makkah Al Mukarramah"
"935,000 SAR",Apartment,4,3,131 sqm,"Al Bahar, Al Khubar, Eastern"
"750,000 SAR",Apartment,5,4,188 sqm,"Al Aziziyah, Jeddah, Makkah Al Mukarramah"
"590,000 SAR",Apartment,4,3,139 sqm,"Al Marwah, Jeddah, Makkah Al Mukarramah"
"720,000 SAR",Apartment,5,3,201 sqm,"Al Muhammadiyah, Makah Almukaramuh, Makkah Al Mukarramah"
"700,000 SAR",Apartment,5,5,279 sqm,"Badr, Ad Dammam, Eastern"
"420,000 SAR",Apartment,4,3,137 sqm,"An Nur, Ad Dammam, Eastern"
"595,000 SAR",Apartment,4,4,138 sqm,"As Safa, Jeddah, Makkah Al Mukarramah"
"615,000 SAR",Apartment,5,4,176 sqm,"Governmental1, Jeddah, Makkah Al Mukarramah"
"1,406,570 SAR",Apartment,3,3,742 sqm,"Al Qirawan, Riyadh, Ar Riyadh"
"530,000 SAR",Apartment,5,4,203 sqm,"Al Muhammadiyah 2, Jazan, Jazan"
"1,000,000 SAR",Villa,7+,7,200 sqm,"Al Frosyah, Jeddah, Makkah Al Mukarramah"
"550,000 SAR",Apartment,5,4,197 sqm,"Ar Rehab 3, Jazan, Jazan"
"700,000 SAR",Villa,6,5,360 sqm,"Al Ihtifalat, Ar Rass, Al Qassim"
"3,400,000 SAR",Villa,7+,6,375 sqm,"Al Yarmuk, Riyadh, Ar Riyadh"
"630,000 SAR",Apartment,5,3,168 sqm,"Al Wahah, Jeddah, Makkah Al Mukarramah"
"4,500,000 SAR",Villa,7+,7+,500 sqm,"عقرباء, امارة منطقة الرياض - الجبيله, Ar Riyadh"
"980,000 SAR",Apartment,5,5,229 sqm,"King Abdul Aziz University, Jeddah, Makkah Al Mukarramah"
"530,000 SAR",Apartment,4,3,126 sqm,"Al Marwah, Jeddah, Makkah Al Mukarramah"
"470,000 SAR",Apartment,3,4,133 sqm,"Ar Rawabi, Abha, Asir"
"780,000 SAR",Apartment,4,3,132 sqm,"Ar Rawdah, Jeddah, Makkah Al Mukarramah"
"600,000 SAR",Full Floor,5,3,190 sqm,"Badr, Riyadh, Ar Riyadh"
"600,000 SAR",Apartment,4,4,138 sqm,"As Safa, Jeddah, Makkah Al Mukarramah"
"1,050,000 SAR",Villa,6,5,341 sqm,"ريحه, امارة منطقة مكة المكرمة - الطائف, Makkah Al Mukarramah"
"1,150,000 SAR",Villa,6,5,427 sqm,"Ar Rehab 1, Jazan, Jazan"
"770,000 SAR",Villa,7+,5,366 sqm,"Al Basatin Al Sharqi, Bariduh, Al Qassim"
"590,000 SAR",Apartment,4,3,139 sqm,"Al Marwah, Jeddah, Makkah Al Mukarramah"
